Codice;Sigla;Descrizione Prodotto;Listino Febbraio 2026 Euro cad.;
A3BMW;BM018332;INTERR. AUTOMATICO 3 POLI - 32A/ 10kA curva B 3 moduli; 	66,28 ;
A3BMX;BM018340;INTERR. AUTOMATICO 3 POLI - 40A/ 10kA curva B 3 moduli; 	71,67 ;
A3BMY;BM018350;INTERR. AUTOMATICO 3 POLI - 50A/ 10kA curva B 3 moduli; 	99,70 ;
A3BMZ;BM018363;INTERR. AUTOMATICO 3 POLI - 63A/ 10kA curva B 3 moduli; 	146,20 ;
Interruttori Automatici Magnetotermici 10kA - curva B - 3 Poli+N - Serie BMS0;;;;
A3BNS;BM018806;INTERR. AUTOMATICO 3 POLI+N -  6A/ 10kA curva B 4 moduli; 	69,73 ;
A3BNT;BM018810;INTERR. AUTOMATICO 3 POLI+N - 10A/ 10kA curva B 4 moduli; 	76,77 ;
A3BNU;BM018813;INTERR. AUTOMATICO 3 POLI+N - 13A/ 10kA curva B 4 moduli; 	76,77 ;
A3BNV;BM018816;INTERR. AUTOMATICO 3 POLI+N - 16A/ 10kA curva B 4 moduli; 	76,77 ;
A3BNW;BM018820;INTERR. AUTOMATICO 3 POLI+N - 20A/ 10kA curva B 4 moduli; 	78,70 ;
A3BNX;BM018825;INTERR. AUTOMATICO 3 POLI+N - 25A/ 10kA curva B 4 moduli; 	81,97 ;
A3BNY;BM018832;INTERR. AUTOMATICO 3 POLI+N - 32A/ 10kA curva B 4 moduli; 	84,45 ;
A3BNZ;BM018840;INTERR. AUTOMATICO 3 POLI+N - 40A/ 10kA curva B 4 moduli; 	95,78 ;
A3BP1;BM018850;INTERR. AUTOMATICO 3 POLI+N - 50A/ 10kA curva B 4 moduli; 	136,10 ;
A3BP2;BM018863;INTERR. AUTOMATICO 3 POLI+N - 63A/ 10kA curva B 4 moduli; 	136,10 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 1 Polo - Serie BMS0;;;;
A3BPQ;BM0171005;INTERR. AUTOMATICO 1 POLO -  0,5A/ 10kA curva C 1mod.; 	37,07 ;
A3BPR;BM017101;INTERR. AUTOMATICO 1 POLO -  1A/ 10kA curva C 1mod.; 	23,46 ;
A3BPS;BM017102;INTERR. AUTOMATICO 1 POLO -  2A/ 10kA curva C 1mod.; 	19,59 ;
A3BPU;BM017104;INTERR. AUTOMATICO 1 POLO -  4A/ 10kA curva C 1mod.; 	22,35 ;
A3BPV;BM017106;INTERR. AUTOMATICO 1 POLO -  6A/ 10kA curva C 1mod.; 	19,05 ;
A3BPW;BM017110;INTERR. AUTOMATICO 1 POLO - 10A/ 10kA curva C 1mod.; 	13,01 ;
A3BPX;BM017113;INTERR. AUTOMATICO 1 POLO - 13A/ 10kA curva C 1mod.; 	11,96 ;
A3BPY;BM017116;INTERR. AUTOMATICO 1 POLO - 16A/ 10kA curva C 1mod.; 	11,96 ;
A3BPZ;BM017120;INTERR. AUTOMATICO 1 POLO - 20A/ 10kA curva C 1mod.; 	22,50 ;
A3BQ1;BM017125;INTERR. AUTOMATICO 1 POLO - 25A/ 10kA curva C 1mod.; 	23,09 ;
A3BQ2;BM017132;INTERR. AUTOMATICO 1 POLO - 32A/ 10kA curva C 1mod.; 	23,65 ;
A3BQ3;BM017140;INTERR. AUTOMATICO 1 POLO - 40A/ 10kA curva C 1mod.; 	40,30 ;
A3BQ4;BM017150ME;INTERR. AUTOMATICO 1 POLO - 50A/ 10kA curva C 1mod.; 	17,92 ;
A3BQ5;BM017163ME;INTERR. AUTOMATICO 1 POLO - 63A/ 10kA curva C 1mod.; 	17,92 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 1 Polo+N - Serie BMS0;;;;
A3BQY;BM017602;INTERR. AUTOMATICO 1 POLO + N -  2A/ 10kA curva C 2 moduli; 	37,26 ;
A3BQZ;BM017603;INTERR. AUTOMATICO 1 POLO + N -  3A/ 10kA curva C 2 moduli; 	37,26 ;
A3BR1;BM017604;INTERR. AUTOMATICO 1 POLO + N -  4A/ 10kA curva C 2 moduli; 	37,26 ;
A3BR2;BM017606;INTERR. AUTOMATICO 1 POLO + N -  6A/ 10kA curva C 2 moduli; 	25,11 ;
A3BR3;BM017610;INTERR. AUTOMATICO 1 POLO + N - 10A/ 10kA curva C 2 moduli; 	20,93 ;
A3BR4;BM017613;INTERR. AUTOMATICO 1 POLO + N - 13A/ 10kA curva C 2 moduli; 	20,93 ;
A3BR5;BM017616;INTERR. AUTOMATICO 1 POLO + N - 16A/ 10kA curva C 2 moduli; 	20,93 ;
A3BR6;BM017620;INTERR. AUTOMATICO 1 POLO + N - 20A/ 10kA curva C 2 moduli; 	37,30 ;
A3BR7;BM017625;INTERR. AUTOMATICO 1 POLO + N - 25A/ 10kA curva C 2 moduli; 	37,99 ;
A3BR8;BM017632;INTERR. AUTOMATICO 1 POLO + N - 32A/ 10kA curva C 2 moduli; 	38,45 ;
A3BR9;BM017640ME;INTERR. AUTOMATICO 1 POLO + N - 40A/ 10kA curva C 2 moduli; 	22,44 ;
A3BRA;BM017650;INTERR. AUTOMATICO 1 POLO + N - 50A/ 10kA curva C 2 moduli; 	78,06 ;
A3BRB;BM017663;INTERR. AUTOMATICO 1 POLO + N - 63A/ 10kA curva C 2 moduli; 	99,70 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 2 Poli - Serie BMS0;;;;
A3BS3;BM0172005;INTERR. AUTOMATICO 2 POLI -  0,5A/ 10kA curva C 2 moduli; 	53,13 ;
A3BS4;BM017201;INTERR. AUTOMATICO 2 POLI -  1A/ 10kA curva C 2 moduli; 	45,68 ;
A3BS5;BM017202;INTERR. AUTOMATICO 2 POLI -  2A/ 10kA curva C 2 moduli; 	45,68 ;
A3BS7;BM017204;INTERR. AUTOMATICO 2 POLI -  4A/ 10kA curva C 2 moduli; 	45,68 ;
A3BS8;BM017206;INTERR. AUTOMATICO 2 POLI -  6A/ 10kA curva C 2 moduli; 	39,24 ;
A3BS9;BM017210;INTERR. AUTOMATICO 2 POLI - 10A/ 10kA curva C 2 moduli; 	32,06 ;
A3BSA;BM017213;INTERR. AUTOMATICO 2 POLI - 13A/ 10kA curva C 2 moduli; 	38,28 ;
A3BSB;BM017216;INTERR. AUTOMATICO 2 POLI - 16A/ 10kA curva C 2 moduli; 	31,56 ;
A3BSC;BM017220;INTERR. AUTOMATICO 2 POLI - 20A/ 10kA curva C 2 moduli; 	38,68 ;
A3BSD;BM017225;INTERR. AUTOMATICO 2 POLI - 25A/ 10kA curva C 2 moduli; 	40,93 ;
A3BSE;BM017232;INTERR. AUTOMATICO 2 POLI - 32A/ 10kA curva C 2 moduli; 	40,93 ;
A3BSF;BM017240;INTERR. AUTOMATICO 2 POLI - 40A/ 10kA curva C 2 moduli; 	57,37 ;
A3BSG;BM017250;INTERR. AUTOMATICO 2 POLI - 50A/ 10kA curva C 2 moduli; 	64,17 ;
A3BSH;BM017263;INTERR. AUTOMATICO 2 POLI - 63A/ 10kA curva C 2 moduli; 	79,44 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 3 Poli - Serie BMS0;;;;
A3BTC;BM017301;INTERR. AUTOMATICO 3 POLI -  1A/ 10kA curva C 3 moduli; 	74,33 ;
A3BTD;BM017302;INTERR. AUTOMATICO 3 POLI -  2A/ 10kA curva C 3 moduli; 	74,33 ;
A3BTF;BM017304;INTERR. AUTOMATICO 3 POLI -  4A/ 10kA curva C 3 moduli; 	77,05 ;
A3BTG;BM017306;INTERR. AUTOMATICO 3 POLI -  6A/ 10kA curva C 3 moduli; 	77,51 ;
A3BTH;BM017310;INTERR. AUTOMATICO 3 POLI - 10A/ 10kA curva C 3 moduli; 	59,90 ;
A3BTJ;BM017313;INTERR. AUTOMATICO 3 POLI - 13A/ 10kA curva C 3 moduli; 	55,94 ;
A3BTK;BM017316;INTERR. AUTOMATICO 3 POLI - 16A/ 10kA curva C 3 moduli; 	55,94 ;
A3BTL;BM017320;INTERR. AUTOMATICO 3 POLI - 20A/ 10kA curva C 3 moduli; 	58,84 ;
A3BTM;BM017325;INTERR. AUTOMATICO 3 POLI - 25A/ 10kA curva C 3 moduli; 	60,99 ;
A3BTN;BM017332;INTERR. AUTOMATICO 3 POLI - 32A/ 10kA curva C 3 moduli; 	63,89 ;
A3BTP;BM017340ME;INTERR. AUTOMATICO 3 POLI - 40A/ 10kA curva C 3 moduli; 	38,27 ;
A3BTQ;BM017350;INTERR. AUTOMATICO 3 POLI - 50A/ 10kA curva C 3 moduli; 	138,80 ;
A3BTR;BM017363;INTERR. AUTOMATICO 3 POLI - 63A/ 10kA curva C 3 moduli; 	146,20 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 3 Poli+N - Serie BMS0;;;;
A3BUL;BM017801;INTERR. AUTOMATICO 3 POLI+N -  1A/ 10kA curva C 4 moduli; 	116,40 ;
A3BUM;BM017802;INTERR. AUTOMATICO 3 POLI+N -  2A/ 10kA curva C 4 moduli; 	78,25 ;
A3BUN;BM017804;INTERR. AUTOMATICO 3 POLI+N -  4A/ 10kA curva C 4 moduli; 	65,13 ;
A3BUP;BM017806;INTERR. AUTOMATICO 3 POLI+N -  6A/ 10kA curva C 4 moduli; 	66,80 ;
A3BUQ;BM017810;INTERR. AUTOMATICO 3 POLI+N - 10A/ 10kA curva C 4 moduli; 	71,30 ;
A3BUR;BM017813;INTERR. AUTOMATICO 3 POLI+N - 13A/ 10kA curva C 4 moduli; 	71,30 ;
A3BUS;BM017816;INTERR. AUTOMATICO 3 POLI+N - 16A/ 10kA curva C 4 moduli; 	65,87 ;
A3BUT;BM017820;INTERR. AUTOMATICO 3 POLI+N - 20A/ 10kA curva C 4 moduli; 	82,57 ;
A3BUU;BM017825;INTERR. AUTOMATICO 3 POLI+N - 25A/ 10kA curva C 4 moduli; 	82,57 ;
A3BUV;BM017832;INTERR. AUTOMATICO 3 POLI+N - 32A/ 10kA curva C 4 moduli; 	86,57 ;
A3BUW;BM017840;INTERR. AUTOMATICO 3 POLI+N - 40A/ 10kA curva C 4 moduli; 	89,65 ;
A3BUX;BM017850;INTERR. AUTOMATICO 3 POLI+N - 50A/ 10kA curva C 4 moduli; 	116,40 ;
A3BUY;BM017863;INTERR. AUTOMATICO 3 POLI+N - 63A/ 10kA curva C 4 moduli; 	136,10 ;
Interruttori Automatici Magnetotermici 10kA - curva D - 1 Polo - Serie BMS0;;;;
A3BW6;BM019102;INTERR. AUTOMATICO 1 POLO -  2A/ 10kA curva D 1mod.; 	23,09 ;
A3BW7;BM019104;INTERR. AUTOMATICO 1 POLO -  4A/ 10kA curva D 1mod.; 	22,96 ;
A3BW8;BM019106;INTERR. AUTOMATICO 1 POLO -  6A/ 10kA curva D 1mod.; 	22,22 ;
A3BW9;BM019110;INTERR. AUTOMATICO 1 POLO - 10A/ 10kA curva D 1mod.; 	19,46 ;
A3BWA;BM019113;INTERR. AUTOMATICO 1 POLO - 13A/ 10kA curva D 1mod.; 	19,46 ;
A3BWB;BM019116;INTERR. AUTOMATICO 1 POLO - 16A/ 10kA curva D 1mod.; 	19,46 ;
A3BWC;BM019120;INTERR. AUTOMATICO 1 POLO - 20A/ 10kA curva D 1mod.; 	23,09 ;
A3BWD;BM019125;INTERR. AUTOMATICO 1 POLO - 25A/ 10kA curva D 1mod.; 	23,73 ;
A3BWE;BM019132;INTERR. AUTOMATICO 1 POLO - 32A/ 10kA curva D 1mod.; 	24,42 ;
A3BWF;BM019140;INTERR. AUTOMATICO 1 POLO - 40A/ 10kA curva D 1mod.; 	40,93 ;
A3BWG;BM019150;INTERR. AUTOMATICO 1 POLO - 50A/ 10kA curva D 1mod.; 	52,39 ;
A3BWH;BM019163;INTERR. AUTOMATICO 1 POLO - 63A/ 10kA curva D 1mod.; 	55,56 ;
Interruttori Automatici Magnetotermici 10kA - curva D - 2 Poli - Serie BMS0;;;;
A3BXA;BM019202;INTERR. AUTOMATICO 2 POLI -  2A/ 10kA curva D 2 moduli; 	45,87 ;
A3BXC;BM019204;INTERR. AUTOMATICO 2 POLI -  4A/ 10kA curva D 2 moduli; 	46,56 ;
A3BXD;BM019206;INTERR. AUTOMATICO 2 POLI -  6A/ 10kA curva D 2 moduli; 	42,42 ;
A3BXE;BM019210;INTERR. AUTOMATICO 2 POLI - 10A/ 10kA curva D 2 moduli; 	38,97 ;
A3BXF;BM019213;INTERR. AUTOMATICO 2 POLI - 13A/ 10kA curva D 2 moduli; 	39,06 ;
A3BXG;BM019216;INTERR. AUTOMATICO 2 POLI - 16A/ 10kA curva D 2 moduli; 	38,28 ;
A3BXH;BM019220;INTERR. AUTOMATICO 2 POLI - 20A/ 10kA curva D 2 moduli; 	44,89 ;
A3BXJ;BM019225;INTERR. AUTOMATICO 2 POLI - 25A/ 10kA curva D 2 moduli; 	45,68 ;
A3BXK;BM019232;INTERR. AUTOMATICO 2 POLI - 32A/ 10kA curva D 2 moduli; 	49,03 ;
A3BXL;BM019240;INTERR. AUTOMATICO 2 POLI - 40A/ 10kA curva D 2 moduli; 	53,50 ;
Interruttori Automatici Magnetotermici 10kA - curva D - 3 Poli - Serie BMS0;;;;
A3BYE;BM019302ME;INTERR. AUTOMATICO 3 POLI -  2A/ 10kA curva D 3 moduli; 	72,49 ;
A3BYF;BM019304ME;INTERR. AUTOMATICO 3 POLI -  4A/ 10kA curva D 3 moduli; 	72,49 ;
A3BYG;BM019306ME;INTERR. AUTOMATICO 3 POLI -  6A/ 10kA curva D 3 moduli; 	35,23 ;
A3BYH;BM019310ME;INTERR. AUTOMATICO 3 POLI - 10A/ 10kA curva D 3 moduli; 	34,18 ;
A3BYJ;BM019316ME;INTERR. AUTOMATICO 3 POLI - 16A/ 10kA curva D 3 moduli; 	34,18 ;
A3BYK;BM019320ME;INTERR. AUTOMATICO 3 POLI - 20A/ 10kA curva D 3 moduli; 	34,18 ;
A3BYL;BM019325ME;INTERR. AUTOMATICO 3 POLI - 25A/ 10kA curva D 3 moduli; 	35,19 ;
A3BYM;BM019332ME;INTERR. AUTOMATICO 3 POLI - 32A/ 10kA curva D 3 moduli; 	35,19 ;
A3BYN;BM019340ME;INTERR. AUTOMATICO 3 POLI - 40A/ 10kA curva D 3 moduli; 	40,29 ;
A3BYP;BM019350ME;INTERR. AUTOMATICO 3 POLI - 50A/ 10kA curva D 3 moduli; 	70,04 ;
A3BYQ;BM019363ME;INTERR. AUTOMATICO 3 POLI - 63A/ 10kA curva D 3 moduli; 	70,04 ;
Interruttori Automatici Magnetotermici 10kA - curva D - 3 Poli+N - Serie BMS0;;;;
A3BZF;BM019810;INTERR. AUTOMATICO 3 POLI+N - 10A/ 10kA curva D 4 moduli; 	77,18 ;
A3BZH;BM019816;INTERR. AUTOMATICO 3 POLI+N - 16A/ 10kA curva D 4 moduli; 	77,18 ;
A3BZJ;BM019820;INTERR. AUTOMATICO 3 POLI+N - 20A/ 10kA curva D 4 moduli; 	71,44 ;
A3BZK;BM019825;INTERR. AUTOMATICO 3 POLI+N - 25A/ 10kA curva D 4 moduli; 	68,08 ;
A3BZL;BM019832;INTERR. AUTOMATICO 3 POLI+N - 32A/ 10kA curva D 4 moduli; 	73,27 ;
A3BZM;BM019840;INTERR. AUTOMATICO 3 POLI+N - 40A/ 10kA curva D 4 moduli; 	94,89 ;
A3BZN;BM019850;INTERR. AUTOMATICO 3 POLI+N - 50A/ 10kA curva D 4 moduli; 	160,50 ;
A3BZP;BM019863;INTERR. AUTOMATICO 3 POLI+N - 63A/ 10kA curva D 4 moduli; 	175,80 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 1 Polo - Serie BR;;;;
A3C1B;BR571800;INTERR. AUTOMATICO 1 POLO - 80A/ 10kA curva C 1,5 modulo; 	64,32 ;
A3C1C;BR571910;INTERR. AUTOMATICO 1 POLO - 100A/ 10kA curva C 1,5 modulo; 	64,32 ;
A3C1D;BR571912;INTERR. AUTOMATICO 1 POLO - 125A/ 10kA curva C 1,5 modulo; 	64,32 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 2 Poli - Serie BR;;;;
A3C1L;BR972910;INTERR. AUTOMATICO 2 POLI - 100A/ 10kA curva C 3 moduli  ; 	139,90 ;
A3C1M;BR972912;INTERR. AUTOMATICO 2 POLI - 125A/ 10kA curva C 3 moduli  ; 	153,90 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 3 Poli - Serie BR;;;;
A3C1U;BR973800;INTERR. AUTOMATICO 3 POLI - 80A/ 10kA curva C 4,5 moduli; 	201,50 ;
A3C1V;BR973910;INTERR. AUTOMATICO 3 POLI - 100A/ 10kA curva C 4,5 moduli; 	201,50 ;
A3C1W;BR973912;INTERR. AUTOMATICO 3 POLI - 125A/ 10kA curva C 4,5 moduli; 	203,30 ;
Interruttori Automatici Magnetotermici 15/20kA - curva C - 3 Poli - Serie BR;;;;
A3C24;BR573800;INTERR. AUTOMATICO 3 POLI - 80A/ 20kA curva C 4,5 moduli; 	210,60 ;
A3C25;BR573910;INTERR. AUTOMATICO 3 POLI - 100A/ 20kA curva C 4,5 moduli; 	210,60 ;
A3C26;BR573912;INTERR. AUTOMATICO 3 POLI - 125A/ 15kA curva C 4,5 moduli; 	210,60 ;
Interruttori Automatici Magnetotermici 10kA - curva C - 4 Poli - Serie BR;;;;
A3C2E;BR974800;INTERR. AUTOMATICO 4 POLI - 80A/ 10kA curva C 6 moduli; 	294,90 ;
A3C2F;BR974910;INTERR. AUTOMATICO 4 POLI - 100A/ 10kA curva C 6 moduli; 	294,90 ;
A3C2G;BR974912;INTERR. AUTOMATICO 4 POLI - 125A/ 10kA curva C 6 moduli; 	306,30 ;
Interruttori Automatici Magnetotermici 15/20kA - curva C - 3 Poli+N - Serie BR;;;;
A3C2P;BR578800;INTERR. AUTOMATICO 3 POLI+N - 80A/ 20kA curva C 6 moduli; 	369,10 ;
A3C2Q;BR578910;INTERR. AUTOMATICO 3 POLI+N - 100A/ 20kA curva C 6 moduli; 	369,10 ;
A3C2R;BR578912;INTERR. AUTOMATICO 3 POLI+N - 125A/ 15kA curva C 6 moduli; 	369,10 ;
Interruttori Automatici Magnetotermici 15/20kA - curva C - 4 Poli - Serie BR;;;;
A3C2T;BR574800;INTERR. AUTOMATICO 4 POLI - 80A/ 20kA curva C 6 moduli; 	394,20 ;
A3C2U;BR574910;INTERR. AUTOMATICO 4 POLI - 100A/ 20kA curva C 6 moduli; 	394,20 ;
A3C2V;BR574912;INTERR. AUTOMATICO 4 POLI - 125A/ 15kA curva C 6 moduli; 	394,20 ;
Interruttori Automatici Magnetotermici 15/20kA - curva D - 3 Poli - Serie BR;;;;
A3C2Y;BR593800;INTERR. AUTOMATICO 3 POLI - 80A/ 20kA curva D 4,5 moduli; 	300,50 ;
A3C2Z;BR593910;INTERR. AUTOMATICO 3 POLI - 100A/ 15kA curva D 4,5 moduli  ; 	300,50 ;
Interruttori Automatici Magnetotermici 15/20kA - curva D - 3 Poli+N - Serie BR;;;;
A3C38;BR598800;INTERR. AUTOMATICO 3 POLI+N - 80A/ 20kA curva D 6 moduli; 	374,20 ;
A3C39;BR598910;INTERR. AUTOMATICO 3 POLI+N- 100A/ 15kA curva D 6 moduli; 	374,20 ;
Interruttori Automatici Magnetotermici per Corrente Continua 10kA - curva C - 1 Polo - BMS0-DC;;;;
A3C3H;BM015106;INTERR. AUTOMATICO 1 POLO -  6A/ 10kA curva C 1mod. per d.c.; 	24,95 ;
A3C3J;BM015110;INTERR. AUTOMATICO 1 POLO - 10A/ 10kA curva C 1mod. per d.c.; 	24,95 ;
A3C3K;BM015116;INTERR. AUTOMATICO 1 POLO - 16A/ 10kA curva C 1mod. per d.c.; 	24,99 ;
A3C3L;BM015120;INTERR. AUTOMATICO 1 POLO - 20A/ 10kA curva C 1mod. per d.c.; 	24,99 ;
A3C3M;BM015125;INTERR. AUTOMATICO 1 POLO - 25A/ 10kA curva C 1mod. per d.c.; 	25,09 ;
A3C3N;BM015132;INTERR. AUTOMATICO 1 POLO - 32A/ 10kA curva C 1mod. per d.c.; 	25,09 ;
A3C3P;BM015140;INTERR. AUTOMATICO 1 POLO - 40A/ 10kA curva C 1mod. per d.c.; 	25,09 ;
A3C3Q;BM015150;INTERR. AUTOMATICO 1 POLO - 50A/ 10kA curva C 1mod. per d.c.; 	33,32 ;
Interruttori Combinati 6kA - curva B - 1 Polo+N - Id 0,03A - Serie BOLF;;;;
A3C6L;BO668506;INTERR. AUTOM. DIFF. 1 POLO + N -  6A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	75,71 ;
A3C6M;BO668510;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	69,92 ;
A3C6P;BO668516;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	69,92 ;
A3C6Q;BO668520;INTERR. AUTOM. DIFF. 1 POLO + N - 20A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	69,92 ;
A3C6R;BO668525;INTERR. AUTOM. DIFF. 1 POLO + N - 25A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	69,92 ;
A3C6S;BO668532;INTERR. AUTOM. DIFF. 1 POLO + N - 32A/ 6kA 0,03A curva B 2 moduli - Classe AC; 	69,92 ;
Interruttori Combinati 6kA - curva C - 1 Polo+N - Id 0,03A - Serie BOLF;;;;
A3C6Z;BO667506;INTERR. AUTOM. DIFF. 1 POLO + N -  6A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	64,24 ;
A3C71;BO667510;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C73;BO667516;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C74;BO667520;INTERR. AUTOM. DIFF. 1 POLO + N - 20A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C75;BO667525;INTERR. AUTOM. DIFF. 1 POLO + N - 25A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C76;BO667532;INTERR. AUTOM. DIFF. 1 POLO + N - 32A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C77;BO667540;INTERR. AUTOM. DIFF. 1 POLO + N - 40A/ 6kA 0,03A curva C 2 moduli - Classe AC; 	59,32 ;
A3C7M;BO667606;INTERR. AUTOM. DIFF. 1 POLO + N -  6A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
A3C7N;BO667610;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
A3C7P;BO667616;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
A3C7Q;BO667620;INTERR. AUTOM. DIFF. 1 POLO + N - 20A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
A3C7R;BO667625;INTERR. AUTOM. DIFF. 1 POLO + N - 25A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
A3C7S;BO667632;INTERR. AUTOM. DIFF. 1 POLO + N - 32A/ 6kA 0,03A curva C 2 moduli - Classe A; 	89,71 ;
Interruttori Combinati 6kA - curva C - 1 Polo+N - Id 0,3A - Serie BOLF;;;;
A3C85;BO867506;INTERR. AUTOM. DIFF. 1 POLO + N -  6A/ 6kA 0,3A curva C 2 moduli - Classe AC; 	69,78 ;
A3C86;BO867510;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 6kA 0,3A curva C 2 moduli - Classe AC; 	69,78 ;
A3C87;BO867516;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 6kA 0,3A curva C 2 moduli - Classe AC; 	69,78 ;
A3C88;BO867520;INTERR. AUTOM. DIFF. 1 POLO + N - 20A/ 6kA 0,3A curva C 2 moduli - Classe AC; 	69,78 ;
Interruttori Combinati 10kA - curva C - 1 Polo+N - Id 0,03A - Serie BOLF;;;;
A3C8X;BO617506;INTERR. AUTOM. DIFF. 1 POLO + N  6A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	105,60 ;
A3C8Y;BO617510;INTERR. AUTOM. DIFF. 1 POLO + N 10A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	92,33 ;
A3C8Z;BO617516;INTERR. AUTOM. DIFF. 1 POLO + N 16A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	89,20 ;
A3C91;BO617520;INTERR. AUTOM. DIFF. 1 POLO + N 20A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	105,70 ;
A3C92;BO617525;INTERR. AUTOM. DIFF. 1 POLO + N 25A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	106,70 ;
A3C93;BO617532;INTERR. AUTOM. DIFF. 1 POLO + N 32A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	108,40 ;
A3C94;BO617540;INTERR. AUTOM. DIFF. 1 POLO + N 40A/ 10kA 0,03A curva C 2 moduli - Classe AC; 	108,40 ;
A3C9G;BO617606;INTERR. AUTOM. DIFF. 1 POLO + N  6A/ 10kA 0,03A curva C 2 moduli Classe A; 	144,50 ;
A3C9H;BO617610;INTERR. AUTOM. DIFF. 1 POLO + N 10A/ 10kA 0,03A curva C 2 moduli Classe A; 	122,90 ;
A3C9J;BO617616;INTERR. AUTOM. DIFF. 1 POLO + N 16A/ 10kA 0,03A curva C 2 moduli Classe A; 	100,90 ;
A3C9K;BO617620;INTERR. AUTOM. DIFF. 1 POLO + N 20A/ 10kA 0,03A curva C 2 moduli Classe A; 	125,00 ;
A3C9L;BO617625;INTERR. AUTOM. DIFF. 1 POLO + N 25A/ 10kA 0,03A curva C 2 moduli Classe A; 	133,80 ;
A3C9M;BO617632;INTERR. AUTOM. DIFF. 1 POLO + N 32A/ 10kA 0,03A curva C 2 moduli Classe A; 	127,60 ;
Interruttori Combinati 10kA - curva C - 1 Polo+N - Id 0,01A - Serie BOLF;;;;
A3CA2;BO517616;INTERR. AUTOM. DIFF. 1 POLO + N -  16A/ 10kA 0,01A curva C 2 moduli - Classe A; 	165,30 ;
Interruttori Combinati 10kA - curva C - 1 Polo+N - Id 0,3A - Serie BOLF;;;;
A3CAC;BO817510;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 10kA 0,3A curva C 2 moduli - Classe AC; 	69,50 ;
A3CAD;BO817516;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 10kA 0,3A curva C 2 moduli - Classe AC; 	69,50 ;
A3CAF;BO817525;INTERR. AUTOM. DIFF. 1 POLO + N - 25A/ 10kA 0,3A curva C 2 moduli - Classe AC; 	76,45 ;
A3CAG;BO817532;INTERR. AUTOM. DIFF. 1 POLO + N - 32A/ 10kA 0,3A curva C 2 moduli - Classe AC; 	90,20 ;
A3CAW;BO817606;INTERR. AUTOM. DIFF. 1 POLO + N -  6A/ 10kA 0,3A curva C 2 moduli Classe A; 	114,60 ;
A3CAX;BO817610;INTERR. AUTOM. DIFF. 1 POLO + N - 10A/ 10kA 0,3A curva C 2 moduli Classe A; 	101,80 ;
A3CAY;BO817616;INTERR. AUTOM. DIFF. 1 POLO + N - 16A/ 10kA 0,3A curva C 2 moduli Classe A; 	101,80 ;
A3CAZ;BO817620;INTERR. AUTOM. DIFF. 1 POLO + N - 20A/ 10kA 0,3A curva C 2 moduli Classe A; 	103,70 ;
A3CB1;BO817625;INTERR. AUTOM. DIFF. 1 POLO + N - 25A/ 10kA 0,3A curva C 2 moduli Classe A; 	104,70 ;
A3CB2;BO817632-W;INTERR. AUTOM. DIFF. 1 POLO + N - 32A/ 10kA 0,3A curva C 2 moduli Classe A; 	108,50 ;
Interruttori Differenziali Puri - 2 Poli - Serie BC;;;;
